"@timestamp","message","Env","AppName"
"2023-08-23T08:47:24.623Z","DST Manager: Command sending to mobile unit: 862043805943975936","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:22.498Z","DST Manager: Command sending to mobile unit: 2101033237418535467","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:21.901Z","DST Manager: Command sending to mobile unit: 876573333724909568","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:21.773Z","DST Manager: Command sending to mobile unit: -8350495493145261616","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:19.034Z","DST Manager: Command sending to mobile unit: -5895126163509699133","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:16.409Z","DST Manager: Command sending to mobile unit: 5178551384097918436","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:15.588Z","DST Manager: Command sending to mobile unit: 850507071031799808","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:14.369Z","DST Manager: Command sending to mobile unit: -6046712088468703151","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:06.579Z","DST Manager: Command sending to mobile unit: 860664519054716928","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:05.718Z","DST Manager: Command sending to mobile unit: 4693332000851043070","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:05.594Z","DST Manager: Command sending to mobile unit: -4089416201478554110","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:04.609Z","DST Manager: Command sending to mobile unit: 7763313584151381087","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:03.316Z","DST Manager: Command sending to mobile unit: -8855274534670356739","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:47:00.463Z","DST Manager: Command sending to mobile unit: -7229789497551626722","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:54.143Z","DST Manager: Command sending to mobile unit: -563295055051394035","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:50.623Z","DST Manager: Command sending to mobile unit: 887750515650187264","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:42.606Z","DST Manager: Command sending to mobile unit: 8611252080628037202","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:40.880Z","DST Manager: Command sending to mobile unit: 1316105323834609664","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:40.298Z","DST Manager: Command sending to mobile unit: 1068315710397923328","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:38.320Z","DST Manager: Command sending to mobile unit: 3056917746088223370","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:36.627Z","DST Manager: Command sending to mobile unit: 9148494628842190103","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:36.486Z","DST Manager: Command sending to mobile unit: 1370818866283057152","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:36.479Z","DST Manager: Command sending to mobile unit: -4041424788138260115","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:34.256Z","DST Manager: Command sending to mobile unit: -1801150807464482329","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:32.758Z","DST Manager: Command sending to mobile unit: 1001730213518663680","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:30.821Z","DST Manager: Command sending to mobile unit: 849316944202149888","DEV","DynaMiX.DeviceConfig.Services.API"

"2023-08-23T08:46:07.982Z","DST Manager: [0] Updating organisation tables: 5875699704649043772. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.982Z","DST Manager: [0] Updating organisation tables: -696579994446564923. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.707Z","DST Manager: [0] Updating organisation tables: -6128209825961882258. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.707Z","DST Manager: [0] Updating organisation tables: 5056510143179988227. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.649Z","DST Manager: [0] Updating organisation tables: 4408606493452270587. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.186Z","DST Manager: [0] Updating organisation tables: 4743142870680444340. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.181Z","DST Manager: [0] Updating organisation tables: 346540392667203373. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.181Z","DST Manager: [0] Updating organisation tables: 6523152330138851772. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.173Z","DST Manager: [0] Updating organisation tables: 9130093923996043278. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.170Z","DST Manager: [0] Updating organisation tables: 7550319858962809488. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:07.014Z","DST Manager: [0] Updating organisation tables: 1743866010443837404. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.519Z","DST Manager: [0] Updating organisation tables: -5057975352773745914. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.519Z","DST Manager: [0] Updating organisation tables: -259569381761318838. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.519Z","DST Manager: [0] Updating organisation tables: -6779050731109659036. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.498Z","DST Manager: [0] Updating organisation tables: 6383804691579097910. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.497Z","DST Manager: [0] Updating organisation tables: -5644810246099424346. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:06.024Z","DST Manager: [0] Updating organisation tables: -860828035514544840. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.175Z","DST Manager: [0] Updating organisation tables: -3501224296372452221. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: 5122475517166498497. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: -2978934415017545774. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: 2606665033215867641. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: 7071515180467942677. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
"2023-08-23T08:46:05.167Z","DST Manager: [0] Updating organisation tables: 3846624601692772781. Done.","DEV","DynaMiX.DeviceConfig.Services.API"
